# Summary: Whole-Script Confusables
# File: confusablesWholeScript.txt
# Version: 2.0
# Generated: 2006-08-15, 04:35:21 GMT
# Checkin: $Revision: 1.11 $
#
# For documentation and usage, see http://www.unicode.org/reports/tr39/
#
# This data is used for determining whether a strings is a
# whole-script or mixed-script confusable.
# The mappings here ignore common and inherited script characters,
# such as accents.

# Lowercase Only

# Armenian; Cherokee: [հ]

0570          ; Armn; Cher; L #      (հ)  ARMENIAN SMALL LETTER HO
# Khmer; Myanmar: [ំ]

17C6          ; Khmr; Mymr; A #      (ំ)  KHMER SIGN NIKAHIT

# Total code points: 1

# Khmer; Tamil: [ំ]

17C6          ; Khmr; Taml; A #      (ំ)  KHMER SIGN NIKAHIT

# Total code points: 1

# Khmer; Thai: [ិ-ឺំ់]

17B7..17BA    ; Khmr; Thai; A #  [4] (ិ..ឺ)  KHMER VOWEL SIGN I..KHMER VOWEL SIGN YY
17C6          ; Khmr; Thai; A #      (ំ)  KHMER SIGN NIKAHIT
17CB          ; Khmr; Thai; A #      (់)  KHMER SIGN BANTOC

# Total code points: 6

# Lao; Armenian: [໐]

0ED0          ; Laoo; Armn; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Cyrillic: [໐]

0ED0          ; Laoo; Cyrl; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Devanagari: [໐]

0ED0          ; Laoo; Deva; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Greek: [໐]

0ED0          ; Laoo; Grek; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Gujarati: [໐]

0ED0          ; Laoo; Gujr; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Gurmukhi: [໐]

0ED0          ; Laoo; Guru; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Hebrew: [ໍ]

0ECD          ; Laoo; Hebr; A #      (ໍ)  LAO NIGGAHITA

# Total code points: 1

# Lao; Kannada: [໐]

0ED0          ; Laoo; Knda; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Khmer: [່ໍ]

0EC8          ; Laoo; Khmr; A #      (່)  LAO TONE MAI EK
0ECD          ; Laoo; Khmr; A #      (ໍ)  LAO NIGGAHITA

# Total code points: 2

# Lao; Latin: [໐]

0ED0          ; Laoo; Latn; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Malayalam: [໐]

0ED0          ; Laoo; Mlym; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Myanmar: [ໍ໐]

0ECD          ; Laoo; Mymr; A #      (ໍ)  LAO NIGGAHITA
0ED0          ; Laoo; Mymr; A #      (໐)  LAO DIGIT ZERO

# Total code points: 2

# Lao; Tamil: [ໍ]

0ECD          ; Laoo; Taml; A #      (ໍ)  LAO NIGGAHITA

# Total code points: 1

# Lao; Telugu: [໐]

0ED0          ; Laoo; Telu; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Thai: [ຈຍບປຝ-ຟຸູ່-໋ໍ໐]

0E88          ; Laoo; Thai; A #      (ຈ)  LAO LETTER CO
0E8D          ; Laoo; Thai; A #      (ຍ)  LAO LETTER NYO
0E9A..0E9B    ; Laoo; Thai; A #  [2] (ບ..ປ)  LAO LETTER BO..LAO LETTER PO
0E9D..0E9F    ; Laoo; Thai; A #  [3] (ຝ..ຟ)  LAO LETTER FO TAM..LAO LETTER FO SUNG
0EB8..0EB9    ; Laoo; Thai; A #  [2] (ຸ..ູ)  LAO VOWEL SIGN U..LAO VOWEL SIGN UU
0EC8..0ECB    ; Laoo; Thai; A #  [4] (່..໋)  LAO TONE MAI EK..LAO TONE MAI CATAWA
0ECD          ; Laoo; Thai; A #      (ໍ)  LAO NIGGAHITA
0ED0          ; Laoo; Thai; A #      (໐)  LAO DIGIT ZERO

# Total code points: 15

# Latin; Armenian: [Of-hjlnoquØøħƒƞ-ơǥǾǿɠɵʊʋ]

004F          ; Latn; Armn; A #      (O)  LATIN CAPITAL LETTER O
0066..0068    ; Latn; Armn; A #  [3] (f..h)  LATIN SMALL LETTER F..LATIN SMALL LETTER H
006A          ; Latn; Armn; A #      (j)  LATIN SMALL LETTER J
006C          ; Latn; Armn; A #      (l)  LATIN SMALL LETTER L
006E..006F    ; Latn; Armn; A #  [2] (n..o)  LATIN SMALL LETTER N..LATIN SMALL LETTER O
0071          ; Latn; Armn; A #      (q)  LATIN SMALL LETTER Q
0075          ; Latn; Armn; A #      (u)  LATIN SMALL LETTER U
00D8          ; Latn; Armn; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
00F8          ; Latn; Armn; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
0127          ; Latn; Armn; A #      (ħ)  LATIN SMALL LETTER H WITH STROKE
0192          ; Latn; Armn; A #      (ƒ)  LATIN SMALL LETTER F WITH HOOK
019E..01A1    ; Latn; Armn; A #  [4] (ƞ..ơ)  LATIN SMALL LETTER N WITH LONG RIGHT LEG..LATIN SMALL LETTER O WITH HORN
01E5          ; Latn; Armn; A #      (ǥ)  LATIN SMALL LETTER G WITH STROKE
01FE..01FF    ; Latn; Armn; A #  [2] (Ǿ..ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE..LATIN SMALL LETTER O WITH STROKE AND ACUTE
0260          ; Latn; Armn; A #      (ɠ)  LATIN SMALL LETTER G WITH HOOK
0275          ; Latn; Armn; A #      (ɵ)  LATIN SMALL LETTER BARRED O
028A..028B    ; Latn; Armn; A #  [2] (ʊ..ʋ)  LATIN SMALL LETTER UPSILON..LATIN SMALL LETTER V WITH HOOK

# Total code points: 25

# Latin; Bengali: [OØƟƠǾȢȣ]

004F          ; Latn; Beng; A #      (O)  LATIN CAPITAL LETTER O
00D8          ; Latn; Beng; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
019F..01A0    ; Latn; Beng; A #  [2] (Ɵ..Ơ)  LATIN CAPITAL LETTER O WITH MIDDLE TILDE..LATIN CAPITAL LETTER O WITH HORN
01FE          ; Latn; Beng; A #      (Ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE
0222..0223    ; Latn; Beng; A #  [2] (Ȣ..ȣ)  LATIN CAPITAL LETTER OU..LATIN SMALL LETTER OU

# Total code points: 7

# Latin; Cherokee: [A-CEG-MOPSVZbhilpwyØĦħıŁłƁ-ƄƇƓƖ-ƘƚƟƠƤƥƩƴƵǤǾȤɓɨɩɯ]

0041..0043    ; Latn; Cher; A #  [3] (A..C)  LATIN CAPITAL LETTER A..LATIN CAPITAL LETTER C
0045          ; Latn; Cher; A #      (E)  LATIN CAPITAL LETTER E
0047..004D    ; Latn; Cher; A #  [7] (G..M)  LATIN CAPITAL LETTER G..LATIN CAPITAL LETTER M
004F..0050    ; Latn; Cher; A #  [2] (O..P)  LATIN CAPITAL LETTER O..LATIN CAPITAL LETTER P
0053          ; Latn; Cher; A #      (S)  LATIN CAPITAL LETTER S
0056          ; Latn; Cher; A #      (V)  LATIN CAPITAL LETTER V
005A          ; Latn; Cher; A #      (Z)  LATIN CAPITAL LETTER Z
0062          ; Latn; Cher; A #      (b)  LATIN SMALL LETTER B
0068..0069    ; Latn; Cher; A #  [2] (h..i)  LATIN SMALL LETTER H..LATIN SMALL LETTER I
006C          ; Latn; Cher; A #      (l)  LATIN SMALL LETTER L
0070          ; Latn; Cher; A #      (p)  LATIN SMALL LETTER P
0077          ; Latn; Cher; A #      (w)  LATIN SMALL LETTER W
0079          ; Latn; Cher; A #      (y)  LATIN SMALL LETTER Y
00D8          ; Latn; Cher; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
0126..0127    ; Latn; Cher; A #  [2] (Ħ..ħ)  LATIN CAPITAL LETTER H WITH STROKE..LATIN SMALL LETTER H WITH STROKE
0131          ; Latn; Cher; A #      (ı)  LATIN SMALL LETTER DOTLESS I
0141..0142    ; Latn; Cher; A #  [2] (Ł..ł)  LATIN CAPITAL LETTER L WITH STROKE..LATIN SMALL LETTER L WITH STROKE
0181..0184    ; Latn; Cher; A #  [4] (Ɓ..Ƅ)  LATIN CAPITAL LETTER B WITH HOOK..LATIN CAPITAL LETTER TONE SIX
0187          ; Latn; Cher; A #      (Ƈ)  LATIN CAPITAL LETTER C WITH HOOK
0193          ; Latn; Cher; A #      (Ɠ)  LATIN CAPITAL LETTER G WITH HOOK
0196..0198    ; Latn; Cher; A #  [3] (Ɩ..Ƙ)  LATIN CAPITAL LETTER IOTA..LATIN CAPITAL LETTER K WITH HOOK
019A          ; Latn; Cher; A #      (ƚ)  LATIN SMALL LETTER L WITH BAR
019F..01A0    ; Latn; Cher; A #  [2] (Ɵ..Ơ)  LATIN CAPITAL LETTER O WITH MIDDLE TILDE..LATIN CAPITAL LETTER O WITH HORN
01A4..01A5    ; Latn; Cher; A #  [2] (Ƥ..ƥ)  LATIN CAPITAL LETTER P WITH HOOK..LATIN SMALL LETTER P WITH HOOK
01A9          ; Latn; Cher; A #      (Ʃ)  LATIN CAPITAL LETTER ESH
01B4..01B5    ; Latn; Cher; A #  [2] (ƴ..Ƶ)  LATIN SMALL LETTER Y WITH HOOK..LATIN CAPITAL LETTER Z WITH STROKE
01E4          ; Latn; Cher; A #      (Ǥ)  LATIN CAPITAL LETTER G WITH STROKE
01FE          ; Latn; Cher; A #      (Ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE
0224          ; Latn; Cher; A #      (Ȥ)  LATIN CAPITAL LETTER Z WITH HOOK
0253          ; Latn; Cher; A #      (ɓ)  LATIN SMALL LETTER B WITH HOOK
0268..0269    ; Latn; Cher; A #  [2] (ɨ..ɩ)  LATIN SMALL LETTER I WITH STROKE..LATIN SMALL LETTER IOTA
026F          ; Latn; Cher; A #      (ɯ)  LATIN SMALL LETTER TURNED M

# Total code points: 53

# Latin; Cyrillic: [A-CEG-MOPSTVXYa-eh-jloprsvxyÆØæøđĦħıĸŁłŦƁ-ƅƇƌƎ-ƐƓƖ-ƘƚƟ-ơƤƥƩƬƮƳƴƷƽǝǤǾǿɓɖɗəɛɨɩɵʒ]

0041..0043    ; Latn; Cyrl; A #  [3] (A..C)  LATIN CAPITAL LETTER A..LATIN CAPITAL LETTER C
0045          ; Latn; Cyrl; A #      (E)  LATIN CAPITAL LETTER E
0047..004D    ; Latn; Cyrl; A #  [7] (G..M)  LATIN CAPITAL LETTER G..LATIN CAPITAL LETTER M
004F..0050    ; Latn; Cyrl; A #  [2] (O..P)  LATIN CAPITAL LETTER O..LATIN CAPITAL LETTER P
0053..0054    ; Latn; Cyrl; A #  [2] (S..T)  LATIN CAPITAL LETTER S..LATIN CAPITAL LETTER T
0056          ; Latn; Cyrl; A #      (V)  LATIN CAPITAL LETTER V
0058..0059    ; Latn; Cyrl; A #  [2] (X..Y)  LATIN CAPITAL LETTER X..LATIN CAPITAL LETTER Y
0061..0065    ; Latn; Cyrl; A #  [5] (a..e)  LATIN SMALL LETTER A..LATIN SMALL LETTER E
0068..006A    ; Latn; Cyrl; A #  [3] (h..j)  LATIN SMALL LETTER H..LATIN SMALL LETTER J
006C          ; Latn; Cyrl; A #      (l)  LATIN SMALL LETTER L
006F..0070    ; Latn; Cyrl; A #  [2] (o..p)  LATIN SMALL LETTER O..LATIN SMALL LETTER P
0072..0073    ; Latn; Cyrl; A #  [2] (r..s)  LATIN SMALL LETTER R..LATIN SMALL LETTER S
0076          ; Latn; Cyrl; A #      (v)  LATIN SMALL LETTER V
0078..0079    ; Latn; Cyrl; A #  [2] (x..y)  LATIN SMALL LETTER X..LATIN SMALL LETTER Y
00C6          ; Latn; Cyrl; A #      (Æ)  LATIN CAPITAL LETTER AE
00D8          ; Latn; Cyrl; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
00E6          ; Latn; Cyrl; A #      (æ)  LATIN SMALL LETTER AE
00F8          ; Latn; Cyrl; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
0111          ; Latn; Cyrl; A #      (đ)  LATIN SMALL LETTER D WITH STROKE
0126..0127    ; Latn; Cyrl; A #  [2] (Ħ..ħ)  LATIN CAPITAL LETTER H WITH STROKE..LATIN SMALL LETTER H WITH STROKE
0131          ; Latn; Cyrl; A #      (ı)  LATIN SMALL LETTER DOTLESS I
0138          ; Latn; Cyrl; A #      (ĸ)  LATIN SMALL LETTER KRA
0141..0142    ; Latn; Cyrl; A #  [2] (Ł..ł)  LATIN CAPITAL LETTER L WITH STROKE..LATIN SMALL LETTER L WITH STROKE
0166          ; Latn; Cyrl; A #      (Ŧ)  LATIN CAPITAL LETTER T WITH STROKE
0181..0185    ; Latn; Cyrl; A #  [5] (Ɓ..ƅ)  LATIN CAPITAL LETTER B WITH HOOK..LATIN SMALL LETTER TONE SIX
0187          ; Latn; Cyrl; A #      (Ƈ)  LATIN CAPITAL LETTER C WITH HOOK
018C          ; Latn; Cyrl; A #      (ƌ)  LATIN SMALL LETTER D WITH TOPBAR
018E..0190    ; Latn; Cyrl; A #  [3] (Ǝ..Ɛ)  LATIN CAPITAL LETTER REVERSED E..LATIN CAPITAL LETTER OPEN E
0193          ; Latn; Cyrl; A #      (Ɠ)  LATIN CAPITAL LETTER G WITH HOOK
0196..0198    ; Latn; Cyrl; A #  [3] (Ɩ..Ƙ)  LATIN CAPITAL LETTER IOTA..LATIN CAPITAL LETTER K WITH HOOK
019A          ; Latn; Cyrl; A #      (ƚ)  LATIN SMALL LETTER L WITH BAR
019F..01A1    ; Latn; Cyrl; A #  [3] (Ɵ..ơ)  LATIN CAPITAL LETTER O WITH MIDDLE TILDE..LATIN SMALL LETTER O WITH HORN
01A4..01A5    ; Latn; Cyrl; A #  [2] (Ƥ..ƥ)  LATIN CAPITAL LETTER P WITH HOOK..LATIN SMALL LETTER P WITH HOOK
01A9          ; Latn; Cyrl; A #      (Ʃ)  LATIN CAPITAL LETTER ESH
01AC          ; Latn; Cyrl; A #      (Ƭ)  LATIN CAPITAL LETTER T WITH HOOK
01AE          ; Latn; Cyrl; A #      (Ʈ)  LATIN CAPITAL LETTER T WITH RETROFLEX HOOK
01B3..01B4    ; Latn; Cyrl; A #  [2] (Ƴ..ƴ)  LATIN CAPITAL LETTER Y WITH HOOK..LATIN SMALL LETTER Y WITH HOOK
01B7          ; Latn; Cyrl; A #      (Ʒ)  LATIN CAPITAL LETTER EZH
01BD          ; Latn; Cyrl; A #      (ƽ)  LATIN SMALL LETTER TONE FIVE
01DD          ; Latn; Cyrl; A #      (ǝ)  LATIN SMALL LETTER TURNED E
01E4          ; Latn; Cyrl; A #      (Ǥ)  LATIN CAPITAL LETTER G WITH STROKE
01FE..01FF    ; Latn; Cyrl; A #  [2] (Ǿ..ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE..LATIN SMALL LETTER O WITH STROKE AND ACUTE
0253          ; Latn; Cyrl; A #      (ɓ)  LATIN SMALL LETTER B WITH HOOK
0256..0257    ; Latn; Cyrl; A #  [2] (ɖ..ɗ)  LATIN SMALL LETTER D WITH TAIL..LATIN SMALL LETTER D WITH HOOK
0259          ; Latn; Cyrl; A #      (ə)  LATIN SMALL LETTER SCHWA
025B          ; Latn; Cyrl; A #      (ɛ)  LATIN SMALL LETTER OPEN E
0268..0269    ; Latn; Cyrl; A #  [2] (ɨ..ɩ)  LATIN SMALL LETTER I WITH STROKE..LATIN SMALL LETTER IOTA
0275          ; Latn; Cyrl; A #      (ɵ)  LATIN SMALL LETTER BARRED O
0292          ; Latn; Cyrl; A #      (ʒ)  LATIN SMALL LETTER EZH

# Total code points: 86

# Latin; Devanagari: [oøơǿɵ]

006F          ; Latn; Deva; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Deva; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Deva; A #      (ơ)  LATIN SMALL LETTER O WITH HORN
01FF          ; Latn; Deva; A #      (ǿ)  LATIN SMALL LETTER O WITH STROKE AND ACUTE
0275          ; Latn; Deva; A #      (ɵ)  LATIN SMALL LETTER BARRED O

# Total code points: 5

# Latin; Georgian: [yƴ]

0079          ; Latn; Geor; A #      (y)  LATIN SMALL LETTER Y
01B4          ; Latn; Geor; A #      (ƴ)  LATIN SMALL LETTER Y WITH HOOK

# Total code points: 2

# Latin; Greek: [A-CEHIK-PTX-Zciln-puvØøĦıĸŁłŦƁƇƖ-ƘƚƝ-ơƤƥƩƬƮƳƵǾǿȤɛɨɩɵʊʋ]

0041..0043    ; Latn; Grek; A #  [3] (A..C)  LATIN CAPITAL LETTER A..LATIN CAPITAL LETTER C
0045          ; Latn; Grek; A #      (E)  LATIN CAPITAL LETTER E
0048..0049    ; Latn; Grek; A #  [2] (H..I)  LATIN CAPITAL LETTER H..LATIN CAPITAL LETTER I
004B..0050    ; Latn; Grek; A #  [6] (K..P)  LATIN CAPITAL LETTER K..LATIN CAPITAL LETTER P
0054          ; Latn; Grek; A #      (T)  LATIN CAPITAL LETTER T
0058..005A    ; Latn; Grek; A #  [3] (X..Z)  LATIN CAPITAL LETTER X..LATIN CAPITAL LETTER Z
0063          ; Latn; Grek; A #      (c)  LATIN SMALL LETTER C
0069          ; Latn; Grek; A #      (i)  LATIN SMALL LETTER I
006C          ; Latn; Grek; A #      (l)  LATIN SMALL LETTER L
006E..0070    ; Latn; Grek; A #  [3] (n..p)  LATIN SMALL LETTER N..LATIN SMALL LETTER P
0075..0076    ; Latn; Grek; A #  [2] (u..v)  LATIN SMALL LETTER U..LATIN SMALL LETTER V
00D8          ; Latn; Grek; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
00F8          ; Latn; Grek; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
0126          ; Latn; Grek; A #      (Ħ)  LATIN CAPITAL LETTER H WITH STROKE
0131          ; Latn; Grek; A #      (ı)  LATIN SMALL LETTER DOTLESS I
0138          ; Latn; Grek; A #      (ĸ)  LATIN SMALL LETTER KRA
0141..0142    ; Latn; Grek; A #  [2] (Ł..ł)  LATIN CAPITAL LETTER L WITH STROKE..LATIN SMALL LETTER L WITH STROKE
0166          ; Latn; Grek; A #      (Ŧ)  LATIN CAPITAL LETTER T WITH STROKE
0181          ; Latn; Grek; A #      (Ɓ)  LATIN CAPITAL LETTER B WITH HOOK
0187          ; Latn; Grek; A #      (Ƈ)  LATIN CAPITAL LETTER C WITH HOOK
0196..0198    ; Latn; Grek; A #  [3] (Ɩ..Ƙ)  LATIN CAPITAL LETTER IOTA..LATIN CAPITAL LETTER K WITH HOOK
019A          ; Latn; Grek; A #      (ƚ)  LATIN SMALL LETTER L WITH BAR
019D..01A1    ; Latn; Grek; A #  [5] (Ɲ..ơ)  LATIN CAPITAL LETTER N WITH LEFT HOOK..LATIN SMALL LETTER O WITH HORN
01A4..01A5    ; Latn; Grek; A #  [2] (Ƥ..ƥ)  LATIN CAPITAL LETTER P WITH HOOK..LATIN SMALL LETTER P WITH HOOK
01A9          ; Latn; Grek; A #      (Ʃ)  LATIN CAPITAL LETTER ESH
01AC          ; Latn; Grek; A #      (Ƭ)  LATIN CAPITAL LETTER T WITH HOOK
01AE          ; Latn; Grek; A #      (Ʈ)  LATIN CAPITAL LETTER T WITH RETROFLEX HOOK
01B3          ; Latn; Grek; A #      (Ƴ)  LATIN CAPITAL LETTER Y WITH HOOK
01B5          ; Latn; Grek; A #      (Ƶ)  LATIN CAPITAL LETTER Z WITH STROKE
01FE..01FF    ; Latn; Grek; A #  [2] (Ǿ..ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE..LATIN SMALL LETTER O WITH STROKE AND ACUTE
0224          ; Latn; Grek; A #      (Ȥ)  LATIN CAPITAL LETTER Z WITH HOOK
025B          ; Latn; Grek; A #      (ɛ)  LATIN SMALL LETTER OPEN E
0268..0269    ; Latn; Grek; A #  [2] (ɨ..ɩ)  LATIN SMALL LETTER I WITH STROKE..LATIN SMALL LETTER IOTA
0275          ; Latn; Grek; A #      (ɵ)  LATIN SMALL LETTER BARRED O
028A..028B    ; Latn; Grek; A #  [2] (ʊ..ʋ)  LATIN SMALL LETTER UPSILON..LATIN SMALL LETTER V WITH HOOK

# Total code points: 59

# Latin; Gujarati: [oøơǿɵ]

006F          ; Latn; Gujr; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Gujr; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Gujr; A #      (ơ)  LATIN SMALL LETTER O WITH HORN
01FF          ; Latn; Gujr; A #      (ǿ)  LATIN SMALL LETTER O WITH STROKE AND ACUTE
0275          ; Latn; Gujr; A #      (ɵ)  LATIN SMALL LETTER BARRED O

# Total code points: 5

# Latin; Gurmukhi: [oøơǿȢȣɵ]

006F          ; Latn; Guru; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Guru; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Guru; A #      (ơ)  LATIN SMALL LETTER O WITH HORN
01FF          ; Latn; Guru; A #      (ǿ)  LATIN SMALL LETTER O WITH STROKE AND ACUTE
0222..0223    ; Latn; Guru; A #  [2] (Ȣ..ȣ)  LATIN CAPITAL LETTER OU..LATIN SMALL LETTER OU
0275          ; Latn; Guru; A #      (ɵ)  LATIN SMALL LETTER BARRED O

# Total code points: 7

# Latin; Han: [OØƟƠǾ]

004F          ; Latn; Hani; A #      (O)  LATIN CAPITAL LETTER O
00D8          ; Latn; Hani; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
019F..01A0    ; Latn; Hani; A #  [2] (Ɵ..Ơ)  LATIN CAPITAL LETTER O WITH MIDDLE TILDE..LATIN CAPITAL LETTER O WITH HORN
01FE          ; Latn; Hani; A #      (Ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE

# Total code points: 5

# Latin; Kannada: [oøơǿɵ]

006F          ; Latn; Knda; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Knda; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Knda; A #      (ơ)  LATIN SMALL LETTER O WITH HORN
01FF          ; Latn; Knda; A #      (ǿ)  LATIN SMALL LETTER O WITH STROKE AND ACUTE
0275          ; Latn; Knda; A #      (ɵ)  LATIN SMALL LETTER BARRED O

# Total code points: 5

# Latin; Lao: [oøơǿɵ]

006F          ; Latn; Laoo; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Laoo; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Laoo; A #      (ơ)  LATIN SMALL LETTER O WITH HORN
01FF          ; Latn; Laoo; A #      (ǿ)  LATIN SMALL LETTER O WITH STROKE AND ACUTE
0275          ; Latn; Laoo; A #      (ɵ)  LATIN SMALL LETTER BARRED O

# Total code points: 5

# Latin; Malayalam: [OoØøƟ-ơǾǿɵ]

004F          ; Latn; Mlym; A #      (O)  LATIN CAPITAL LETTER O
006F          ; Latn; Mlym; A #      (o)  LATIN SMALL LETTER O
00D8          ; Latn; Mlym; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
00F8          ; Latn; Mlym; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
019F..01A1    ; Latn; Mlym; A #  [3] (Ɵ..ơ)  LATIN CAPITAL LETTER O WITH MIDDLE TILDE..LATIN SMALL LETTER O WITH HORN
01FE..01FF    ; Latn; Mlym; A #  [2] (Ǿ..ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE..LATIN SMALL LETTER O WITH STROKE AND ACUTE
0275          ; Latn; Mlym; A #      (ɵ)  LATIN SMALL LETTER BARRED O

# Total code points: 10

# Latin; Mongolian: [OØƟƠǾ]

004F          ; Latn; Mong; A #      (O)  LATIN CAPITAL LETTER O
00D8          ; Latn; Mong; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
019F..01A0    ; Latn; Mong; A #  [2] (Ɵ..Ơ)  LATIN CAPITAL LETTER O WITH MIDDLE TILDE..LATIN CAPITAL LETTER O WITH HORN
01FE          ; Latn; Mong; A #      (Ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE

# Total code points: 5

# Latin; Myanmar: [oøơǿɵ]

006F          ; Latn; Mymr; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Mymr; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Mymr; A #      (ơ)  LATIN SMALL LETTER O WITH HORN
01FF          ; Latn; Mymr; A #      (ǿ)  LATIN SMALL LETTER O WITH STROKE AND ACUTE
0275          ; Latn; Mymr; A #      (ɵ)  LATIN SMALL LETTER BARRED O

# Total code points: 5

# Latin; Oriya: [OØƟƠǾȢȣ]

004F          ; Latn; Orya; A #      (O)  LATIN CAPITAL LETTER O
00D8          ; Latn; Orya; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
019F..01A0    ; Latn; Orya; A #  [2] (Ɵ..Ơ)  LATIN CAPITAL LETTER O WITH MIDDLE TILDE..LATIN CAPITAL LETTER O WITH HORN
01FE          ; Latn; Orya; A #      (Ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE
0222..0223    ; Latn; Orya; A #  [2] (Ȣ..ȣ)  LATIN CAPITAL LETTER OU..LATIN SMALL LETTER OU

# Total code points: 7

# Latin; Telugu: [oøơǿɵ]

006F          ; Latn; Telu; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Telu; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Telu; A #      (ơ)  LATIN SMALL LETTER O WITH HORN
01FF          ; Latn; Telu; A #      (ǿ)  LATIN SMALL LETTER O WITH STROKE AND ACUTE
0275          ; Latn; Telu; A #      (ɵ)  LATIN SMALL LETTER BARRED O

# Total code points: 5

# Latin; Thai: [oøơǿɵ]

006F          ; Latn; Thai; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Thai; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Thai; A #      (ơ)  LATIN SMALL LETTER O WITH HORN
01FF          ; Latn; Thai; A #      (ǿ)  LATIN SMALL LETTER O WITH STROKE AND ACUTE
0275          ; Latn; Thai; A #      (ɵ)  LATIN SMALL LETTER BARRED O

# Total code points: 5

# Latin; Canadian_Aboriginal: [ABDFH-JLPRVbdlmpwxÐĐđĦŁłƁ-ƄƉƊƌƑƖƗƚƤ-Ʀɓɖɗɯ]

0041..0042    ; Latn; Cans; A #  [2] (A..B)  LATIN CAPITAL LETTER A..LATIN CAPITAL LETTER B
0044          ; Latn; Cans; A #      (D)  LATIN CAPITAL LETTER D
0046          ; Latn; Cans; A #      (F)  LATIN CAPITAL LETTER F
0048..004A    ; Latn; Cans; A #  [3] (H..J)  LATIN CAPITAL LETTER H..LATIN CAPITAL LETTER J
004C          ; Latn; Cans; A #      (L)  LATIN CAPITAL LETTER L
0050          ; Latn; Cans; A #      (P)  LATIN CAPITAL LETTER P
0052          ; Latn; Cans; A #      (R)  LATIN CAPITAL LETTER R
0056          ; Latn; Cans; A #      (V)  LATIN CAPITAL LETTER V
0062          ; Latn; Cans; A #      (b)  LATIN SMALL LETTER B
0064          ; Latn; Cans; A #      (d)  LATIN SMALL LETTER D
006C..006D    ; Latn; Cans; A #  [2] (l..m)  LATIN SMALL LETTER L..LATIN SMALL LETTER M
0070          ; Latn; Cans; A #      (p)  LATIN SMALL LETTER P
0077..0078    ; Latn; Cans; A #  [2] (w..x)  LATIN SMALL LETTER W..LATIN SMALL LETTER X
00D0          ; Latn; Cans; A #      (Ð)  LATIN CAPITAL LETTER ETH
